#моя [не]идеальная жизнь,Кинселла С.,"О чем: Главная героиня, Кэт Бреннер, работает в маркетинговом агентстве, и ее жизнь, которой она активно делится с подписчиками в социальных сетях, казалось бы, ярка и интересна. Но, увы, это лишь обложка, под которой скрываются финансовые проблемы, склоки с соседями по тесной съемной квартире и одиночество в огромном чужом городе. Кэт страдает от того, что не может сделать свою жизнь столь же красочной и полной поводов для гордости, как та, которую она показывает в Instagram. Но вскоре Кэт поймет, что в действительности надо уделять внимание вовсе не дизайнерским украшениям и стильным нарядам, которые вызывают зависть у подписчиков, а любви. И эта любовь уже вот-вот готова ворваться в ее жизнь… Для кого: Для романтичных натур, которые идут в ногу с современными технологиями и трендами. Для тех, кто ценит в литературе динамичность, искренность и сильную любовную линию. Для читателей, которые истосковались по увлекательным и нестандартным женским романам. Для всех, кто хочет с головой...",4 200 тг,5,Эксмо,2017 г.,9785699947492,480,Твердый,177 мм x 107 мм,27 мм,300 г.,http://www.bookcity.kz/content/images/thumbs/5102089_1438614.jpeg
Бэса ме мучо,Юзефовский,"Роман ""Бэса ме мучо"" повествует о философии любви и семейных отношениях, об умении выживать и творчестве, о стремлении к деньгам и жажде свободы.    На долю героев выпадают развал СССР, эмиграция. Жизнь подвергает их драматическим испытаниям, сокрушает иллюзии, меняет представления о самих себе и близких людях. В результате - неприкаянность, разлад, одиночество. Но, пройдя тернистый путь осознания глубин своего Я, герои приходят к пониманию ценности Мы. Они расстаются, чтобы встретиться вновь. Роман был номинирован на премии ""Букер"" и ""Аполлона Григорьева"" (премия Академии русской современной словесности).",1 600 тг,0,Не указано,2006 г.,9785985250121,304,Твердый,200 мм x 130 мм,16 мм,344 г.,http://www.bookcity.kz/content/images/thumbs/5019466_1340527.jpeg
В вихре страсти,Келли К.,"Десять лет Энтони Уэстфилд, виконт Сомертон, не мог забыть девушку, с которой однажды повел себя самым постыдным образом. Когда же их пути снова пересекаются, он узнает, что Виктория Ситон - опытная карманница. Но Сомертон и сам ведет двойную жизнь. И чтобы выполнить секретное задание, ему нужна помощь Виктории - она должна изобразить его любовницу на приеме в загородном доме. Виктория соглашается, совершенно не подозревая, что скоро их маскарад превратится в реальность - и их закружит в вихре страсти.",1 000 тг,0,АСТ,2011 г.,9785170740789,320,Твердый,200 мм x 130 мм,16 мм,270 г.,http://www.bookcity.kz/content/images/thumbs/5105136_1441534.jpeg
В добровольном плену соблазна,Данлоп Б.,"Амбер - красивая молодая целеустремленная девушка - работает секретарем в огромной компании Диксона Такера. Внезапно ее босс уезжает, бросив компанию на произвол судьбы. Брату Диксона, Лоуренсу, нравится Амбер, и не в силах справиться со своей властной натурой, он требует от нее признаться, куда уехал Диксон. Амбер отказывается выдавать секрет босса. Она обещает помогать Лоуренсу в поисках брата, но заявляет, что между ними не будет романтических отношений. Сможет ли Лоуренс устоять против чар привлекательной секретарши?",500 тг,5,Центрполиграф,2017 г.,9785227074782,160,Мягкий,165 мм x 120 мм,8 мм,75 г.,http://www.bookcity.kz/content/images/thumbs/5103537_1439994.jpeg
В лавине тропической страсти,Мэтер Э.,"Жизнь Лили Филдинг, сотрудницы фирмы по прокату яхт, ­круто меняется, когда на небольшом островке в Карибском море, где она родилась и выросла, появляется таинственный незнакомец. От доброжелателей девушка узнает, что в Нью­Йорке у Рафаэля Оливейры возникли проблемы с законом, и он приобрел дом на Оркид­Кей, чтобы скрыться от полиции. Лили понимает, что ей, дочери пастора, следует держаться подальше от мужчины с подобной репутацией, к тому же Раф намного старше. Однако ее так сильно влечет к нему, что Лили теряет голову и оказывается втянутой в водоворот опасных приключений.",500 тг,5,Центрполиграф,2017 г.,9785227077189,160,Мягкий,165 мм x 120 мм,5 мм,75 г.,http://www.bookcity.kz/content/images/thumbs/5108592_1444855.jpeg
В метре друг от друга,"Липпинкотт Р., Дотри М.","Этот роман разобьет вам сердце, заставит рыдать и одновременно восхищаться. Но самое главное, он подарит вам веру в любовь!  В апреле 2019 года выходит экранизация романа. В главной роли снялся Коул Спраус, сыгравший в популярном сериале ""Ривердейл"".  Настоящий must read для всех поклонников книги ""Виноваты звезды"".  Эта история основана на реальных событиях. Рейчел Липпинкотт вдохновилась жизнью Клэр Вайнленд ,которая отважно боролась с тяжелым недугом, была звездой Youtube и поддерживала больных людей во всем мире.  Эта книга - лучик надежды, прививка добра и сострадания, и посвящается всем, кто ежедневно ведет борьбу за жизнь.",2 600 тг,5,Эксмо,2019 г.,9785041001728,Твердый,-139 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5128928_1461397.jpeg
В неге объятий,Мейер С.,"У беременной и всеми брошенной Лауры Бэт есть лишь один выход – она должна стать личной помощницей художника-миллиардера Антонио Бартулоччи, но смуглый итальянец хоть и чертовски красив, оказывается совсем не простым начальником. Так и не смирившись с предательством жены, Антонио больше не в силах взять в руки кисти, но завороженный тихой, неброской красотой Лауры Бэт он вдруг понимает, что еще не все потеряно и в его талант можно вдохнуть новую жизнь.",500 тг,5,Центрполиграф,2016 г.,9785227067838,158,Мягкий,170 мм x 115 мм,10 мм,45 г.,http://www.bookcity.kz/content/images/thumbs/5109123_1444854.jpeg
В объятиях герцога,Берн К.,"Имоджен Причард — девушка из бедной семьи, вынужденная трудиться на двух работах, чтобы прокормить больную мать и маленькую сестру и расплатиться с долгами погибшего отца. Колин Толмедж, герцог Тренвит, после похорон отца и брата пришедший в паб, где по ночам работала Имоджен, чтобы утопить горе в вине. Он соблазняет девушку и исчезает из ее жизни, даже не поняв, что стал для нее и первым мужчиной, и первой любовью. Прошло время, Колин стал героем войны, и его, тяжелораненного, балансирующего на грани между жизнью и смертью, доставили в госпиталь, где Имоджен работала медсестрой. Она выхаживает герцога — и покоряет его сердце. Казалось бы, для счастья нет препятствий. Однако снова и снова Имоджен задает себе мучительный вопрос: не бросит ли ее Колин, если вспомнит однажды об их первой встрече?..",1 100 тг,5,АСТ,2019 г.,9785171040147,Мягкий,15 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5130436_1462846.jpeg
В объятиях наследницы,Робинсон М.,"Наследница огромного состояния Луиза Стрэттон вынуждена представить своим родным мужа, о котором столько писала, - ценителя изящных искусств, идеального джентльмена… Но есть маленькая проблема - никакого мужа не существует. В отчаянии Луиза хватается за соломинку и умоляет Чарлза Купера сыграть эту роль - для него, прошедшего через ад Англо-бурской войны, это просто невинный маскарад… Однако Чарлз все сильнее влюбляется в свою ""супругу"" и намерен добиваться взаимности. Но если бы только это! Над ним нависла невидимая угроза, и есть все основания полагать, что в опасности не только Купер, но и его любимая…",1 500 тг,0,АСТ,2015 г.,9785170835355,320,Твердый,200 мм x 130 мм,17 мм,255 г.,http://www.bookcity.kz/content/images/thumbs/5105199_1441597.jpeg
В объятиях незнакомца,Александер В.,"Однажды молодая красавица вдова Делайла, леди Харгейт, провела страстную ночь с неотразимым незнакомцем — каковы были шансы, что они встретятся снова? Но на свадьбе сестры она внезапно встречает Сэмьюэла Рассела, героя своего ночного приключения. Что еще хуже, Сэм, страстно влюбленный в прелестную вдову, категорически отказывается остаться в прошлом Делайлы и пытается добиться ее расположения... Что же из этого выйдет?",1 800 тг,0,АСТ,2016 г.,9785170899937,352,Твердый,200 мм x 130 мм,18 мм,280 г.,http://www.bookcity.kz/content/images/thumbs/5095921_1433954.jpeg
В объятиях повесы,Александер В.,"Бонвиван и ловелас Уинфилд Эллиот, виконт Стилуэлл, явно не из тех людей, которых легко шокировать. Однако молодая дама во главе преуспевающей фирмы, которой он поручил реставрацию своего пострадавшего при пожаре особняка, – это, пожалуй, переходит все границы. Что может понимать женщина в строительстве? Особенно – неотразимая красавица вдова Миранда Гаррет, самой природой созданная, по мнению Уинфилда, для других занятий? Но постепенно недовольство виконта сменяется интересом к Миранде, интерес переходит в пылкое увлечение, а увлечение перерастает в настоящую – первую в его полной приключений и интрижек жизни – любовь. Но готова ли Миранда пожертвовать своей свободой и любимым делом ради скандального повесы?",1 100 тг,5,АСТ,2019 г.,9785171147938,Мягкий,24 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5130489_1462918.jpeg
В объятиях повесы,Александер В.,"Бонвиван и ловелас Уинфилд Эллиот, виконт Стилуэлл, - явно не из тех людей, которых легко шокировать. Однако молодая дама во главе преуспевающей фирмы, которой он поручил реставрацию своего пострадавшего при пожаре особняка, - это, пожалуй, переходит все границы. Что может понимать женщина в строительстве? Особенно - неотразимая красавица вдова Миранда Гаррет, самой природой созданная, по мнению Уинфилда, для других занятий? Но постепенно недовольство виконта сменяется интересом к Миранде, интерес переходит в пылкое увлечение, а увлечение перерастает в настоящую, - первую в его полной приключений и интрижек жизни, - любовь. Но готова ли Миранда пожертвовать своей свободой и любимым делом ради скандального повесы?",1 800 тг,0,АСТ,2016 г.,9785170899968,352,Твердый,200 мм x 130 мм,19 мм,270 г.,http://www.bookcity.kz/content/images/thumbs/5099958_1433955.jpeg
В объятиях порочного герцога,Хоукинз А.,"Лондон, 1792 год. Закадычные друзья и повесы Герцог Блекберн и маркиз Норгрейв заключают пари. Победителем станет тот, кто соблазнит невинную красавицу Имоджен, дочь герцога Треветта. Но Блекберн неожиданно влюбляется в девушку. Таких сильных чувств он никогда прежде не испытывал! Теперь вчерашний развращенный сердцеед, не знавший отказов, боится, что правда откроется и он навсегда потеряет любимую!",2 200 тг,0,Клуб Семейного Досуга,2016 г.,9786171202214,256,Твердый,200 мм x 130 мм,15 мм,255 г.,http://www.bookcity.kz/content/images/thumbs/5084294_1423271.jpeg
В объятиях страстного сицилианца,Маринелли К.,"Сицилийский богач Бастиано Конти не знал в своей жизни ни любви, ни привязанности. Встретив в одном из римских отелей улыбчивую горничную Софи, он словно ожил. Только девушка оказалась нечистой на руку. Бастиано порвал с ней всяческие отношения, но вскоре узнал, что она беременна от него. Движимый чувством долга, он находит Софи и делает ей предложение. Только принесет ли им счастье союз, в котором нет любви?",500 тг,5,Центрполиграф,2018 г.,9785227082176,160,Мягкий,165 мм x 120 мм,5 мм,75 г.,http://www.bookcity.kz/content/images/thumbs/5122092_1454875.jpeg
В плену желаний,Бекитт Л.,"Первый роман из мелодраматической дилогии (""В плену желаний"" и ""Путь к счастью"") о судьбе двух сестер - Тины и Терезы, живших в маленьком австралийском городке еще в XIX веке. Стремясь обеспечить свое будущее, Тина выходит замуж за немолодого богатого человека, но вскоре с ужасом понимает, что влюблена в его сына. Терезу манят огни большого города Сиднея, где, как ей кажется, можно легко добиться богатства, славы и любви, но путь к успеху оказывается намного сложнее…",1 300 тг,0,Книжный Дом,2013 г.,9789851705074,448,Твердый,200 мм x 130 мм,22 мм,355 г.,http://www.bookcity.kz/content/images/thumbs/5098872_1435920.jpeg
В плену равнодушного сердца,Шоу Ш.,"Джарек Дворска Сандерсон не готов проходить курс психотерапии, но ради здоровья своей сестры, которая находится на последнем месяце беременности, соглашается провести несколько недель в одной из частных клиник в Австрийских Альпах. В преследующих его ночных кошмарах он часто видит странные события, которые могли происходить с ним в реальности. Чтобы бороться с ними, Джарек прибегает к алкоголю и разнузданному образу жизни, пока не встречает доктора Холли Мейтленд, в которую влюбляется с первого взгляда…",500 тг,5,Центрполиграф,2018 г.,9785227080851,160,Мягкий,10 мм,65 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5122001_1454766.jpeg
В плену страсти,Драйер Э.,"Друзья Йена Фергусона считают, что он мертв. Власти убеждены, что этот мужественный шотландский офицер предал родину и работал на агентов Наполеона. А по его следу идут наемные убийцы... Казалось бы, помощи ждать неоткуда. Однако, в последний момент раненого Йена спасает Сара Кларк — отверженная обществом незаконная дочь аристократа. Более того, отважная девушка готова помочь шотландцу в разоблачении ужасного заговора, цель которого — обеспечить французам победу. Однако может ли Йен рискнуть жизнью той, чья красота и смелость с первого взгляда покорили его сердце?..",1 700 тг,0,АСТ,2016 г.,9785170880973,352,Твердый,200 мм x 130 мм,18 мм,265 г.,http://www.bookcity.kz/content/images/thumbs/5099910_1433909.jpeg
В погоне за бэби,Мориатри Ш.,"Когда Эмме исполнилось тридцать, она решила: настала пора завести ребенка. У нее все распланировано. В декабре бросает принимать пилюли, в январе - зачатие, а в сентябре - новенький, с иголочки, ребеночек. Все счастливы! Но человек предполагает, а Бог располагает. И все планы Эммы летят кувырком почти с самого начала. Вот уже минул март, а беременности как не было так и нет. Что делать? Пару сотен лет назад женщина либо смирилась бы, либо молила Господа подарить ей ребеночка. Но Эмма - современная особа, и она решает немножко помочь Матушке Природе. И вскоре ее жизнь превращается в настоящую погоню за ребенком. Травяные чаи, полный запрет на алкоголь, мясо и табак. На подмогу призваны армия специалистов по деторождению (по совместительству садисты), витамины, йога, минеральные ванны. В этой битве у Эммы есть группа поддержки - верный муж (правда, какой с него толк?), младшая сестра (юное поколение уверено, что все проблемы решит таблетка экстази), любимая подруга (забеременела второй...",1 800 тг,0,Эксмо,2008 г.,9785864714188,384,Твердый,196 мм x 123 мм,20 мм,359 г.,http://www.bookcity.kz/content/images/thumbs/5032329_1354338.jpeg
В сетях страсти,Кеннеди К.,"Прекрасная молодая вдова София Дарнли тихо жила в маленьком городке, – но теперь ей грозит смертельная опасность, ибо тайные недоброжелатели объявили охоту за бумагами ее покойного отца, – продажного судьи, имевшего привычку записывать имена всех, кто платил ему за сокрытие их преступлений. Единственный, кто может спасти Софию – это Кир, бесстрашный вор, готовый на все ради нее. Но можно ли доверять мужчине, уже однажды предавшему?",1 900 тг,0,АСТ,2017 г.,9785170886944,320,Мягкий,18 мм,270 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5098481_1436435.jpeg
Вангелия,"Берсенева А., Сотников В.","Эта книга написана по сценарию первого в мире художественного фильма о болгарской ясновидящей Ванге. Знаменитая прорицательница, предсказавшая многие события современной истории предстает не только как загадочный человек с необъяснимыми способностями, но и как женщина, судьба которой наполнена драматичными перипетиями и динамикой сильных чувств. При этом она всегда оправдывала значение своего имени Вангелия – ""та, что несет благую весть"".",1 400 тг,0,Эксмо,2019 г.,9785041006310,Твердый,24 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5131050_1463425.jpeg
Ведьма из яблоневого сада,Арсеньева Е.А.,"Писательница-детективщица Алена Дмитриева едет во Францию в гости к подруге. На месте, в Бургундии, в зарослях плюща Алена находит дневник преступницы Николь Жерарди, датированный 1767 годом. Как оказывается, за душевными излияниями порочной девицы Николь охотятся ее потомки со схожими наклонностями. Алене предлагают отдать заветную тетрадку в обмен на жизнь. Дмитриевой остается лишь принять условия французских шантажистов. Но на этом злоключения писательницы не заканчиваются...",1 100 тг,4,Не указано,2008 г.,9785699258239,Твердый,20 мм,305 г.,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5042315_1365079.jpeg
Великолепный любовник,Брук К.,"Когда-то гордая Джорджиана Блэк нанесла обиду графу Бэкенхему прямо на балу, что повлекло за собой разрыв их помолвки. Однако теперь, когда все, казалось бы, давно забыто, а граф благополучно обручен с ее младшей сестрой, страсть, некогда приутихшая, разгорается с новой силой и Джорджиана вступает в скандальную связь с Бэкенхемом. Общество негодует. Репутация любовников погибла. Единственный путь к ее спасению - немедленный брак графа с ""обесчещенной"" красавицей. Однако Джорджиана отнюдь не стремится к брачным узам, пока граф не докажет, что любит ее по-настоящему…",1 500 тг,0,АСТ,2015 г.,9785170843206,320,Твердый,200 мм x 130 мм,17 мм,255 г.,http://www.bookcity.kz/content/images/thumbs/5105141_1441539.jpeg
Величайшая любовь,Кингсли К.,"Для красавца-аристократа Николаса Дейвентри брак единственная возможность воплотить в жизнь свою мечту, – унаследовать усадьбу, в которой он родился и вырос, и снова наполнить отчий дом веселым детским смехом. А очаровательная, но бедная вдова Джорджия Уэллс кажется вполне подходящей кандидаткой на роль хозяйки этого дома и матери этих детей… Поначалу любовь в планы Николаса не входит. Однако чем дальше, тем больше Джорджия покоряет его сердце, – и, в итоге, он без памяти влюбился в собственную жену. Но может ли Николас надеяться на взаимность? Ведь сердце его супруги, казалось, навеки принадлежит покойному первому мужу…",1 900 тг,0,АСТ,2017 г.,9785170948208,384,Мягкий,200 мм x 130 мм,20 мм,305 г.,http://www.bookcity.kz/content/images/thumbs/5097975_1435942.jpeg
Верни мои крылья!,Вернер Е.,"Не зря Римма Корсакова играет роль Елены Троянской – она так же прекрасна и царственна, весь спектакль держится на ней. Но накануне премьеры с Риммой происходит что-то странное: ее преследует призрак пионерки, погибшей в здании театра в 1937 году. То среди вещей Риммы появляется галстук цвета крови, то в гримерной раздаются звуки «Пионерской зорьки»... Даже страстный роман с Кириллом, недавно пришедшим в театр, вот-вот закончится – страх затмевает все! Скромная девушка Ника, безответно влюбленная в Кирилла, пытается помочь сгорающей в огне безумия красавице. Но только зачем ей это надо?..",2 400 тг,0,Эксмо,2015 г.,9785699820085,384,Твердый,24 мм,330 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5104199_1440627.jpeg
Верность,Рауэлл Р. ,"Удивительно умная и трогательная история о том, как влюбиться в человека, рядом с которым чувствуешь себя собственной улучшенной версией. Даже если этого человека никогда не видел. Бет и Дженнифер работают в газете «Курьер» и знают, что вся их электронная переписка прочитывается. Но все равно они целыми днями пишут друг другу, перемывают кости друзьям и знакомым, откровенно делятся проблемами в своей жизни. Читать чужие письма – служебная обязанность Линкольна, сотрудника отдела Интернет-безопасности. Когда он устраивался на работу, то воображал, что будет защищать газету от зловредных хакеров, а не отправлять предупреждение всякий раз, как какой-нибудь сотрудник «Курьера» отпустит соленую шуточку в адрес коллеги. Линкольн должен пресекать любое использование электронной почты в неслужебных целях, однако он не может побороть искушение и следит за перепиской Бет и Дженнифер. Это чтение затягивает его. Но когда Линкольн понимает, что по уши влюбляется в Бет, уже слишком поздно даже представляться. Что он ей скажет? «Здрастьте, я читаю твою электронную почту, и, кстати, я тебя люблю?»",3 000 тг,2,Азбука-Аттикус,2016 г.,978538909687501,416,Твердый,190 мм x 130 мм,21 мм,240 г.,http://www.bookcity.kz/content/images/thumbs/5109342_1425037.jpeg
Верность и соблазны,Остен Э.,"Анна была с детства обещана Айвену. Но умирает ее отец, и теперь она сама может решить, выходить ли замуж за друга детства. А тут еще Айвен едет на страшную войну. Анна дала обещание ждать жениха, но проходят годы, а любимый не возвращается. И девушке предстоит сделать выбор: остаться верной своему слову, или, поддавшись соблазнам светской жизни, уйти с головой в водоворот отношений.",1 500 тг,2,Эксмо,2012 г.,9785699605750,288,Твердый,200 мм x 130 мм,20 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5021384_1341809.jpeg
Версальская грешница,Коровина Е.Т.,"Сонечка Ленорова, недавняя гимназистка и начинающая писательница, мечтает получить место гувернантки в купеческом доме. Но вместо этого знакомится с ""красивым, как сам сатана"" Виктором Грандовым и отправляется с ним в Версаль. Драгоценности работы Бенвенуто Челлини, исторические пророчества гадалки Лебон, алхимический секрет вечной молодости, секретные страницы дневника маркизы де Помпадур... И сама маркиза. Не совсем такая, какой мы привыкли видеть фаворитку Людовика XV. Главный секрет дочери лакея, 20 лет правившей Францией, - как два десятка лет удерживать подле себя короля, не мужа и уже не любовника! Мы наконец разгадаем его. С героями романа ""Версальская грешница"". И еще множество тайн, интриг, хитросплетений судеб.",900 тг,0,Гелеос,2008 г.,9785818912202,320,Твердый,200 мм x 130 мм,17 мм,284 г.,http://www.bookcity.kz/content/images/thumbs/5019224_1340323.jpeg
Вечер трудного дня,Сорбатская Н.,"Можно с детства быть влюбчивой, а в молодости прослыть ""старой девой"". Можно позволять подругам сводничать, сколько им вздумается, зная, что из этого все равно ничего не получится. Можно не верить в то, что существует ген одиночества, передающийся по женской линии. Но что делать, если факты говорят иное?  До поры до времени личная жизнь Анны, точно разноцветное лоскутное одеяло, состоит из множества чужих любовных историй. Но однажды все резко меняется. И она остается один на один с жизнью, в которой не бывает победителей.",1 400 тг,1,Амфора,2007 г.,9785367005448,256,Твердый,177 мм x 110 мм,17 мм,220 г.,http://www.bookcity.kz/content/images/thumbs/5009457_1330899.jpeg
Взгляни на меня,Спаркс Н.,"Новый мировой бестселлер от короля романтической прозы Николаса Спаркса! История страсти, одержимости, переоценки ценностей и любви, преодолевающей любые преграды! Колин Хэнкок за свои двадцать восемь лет совершил немало ошибок, но все же нашел в себе силы отступить от самого края пропасти. Теперь его жизнь — это учеба, работа, спорт и никаких серьезных отношений. Но случайная встреча с обаятельной Марией Санчес меняет все — у них обоих появляется надежда стать счастливыми. Однако прошлое Марии внезапно напоминает о себе — над ее жизнью нависает угроза. На что пойдет Колин, чтобы защитить женщину, которую он по-настоящему любит?",3 000 тг,4,АСТ,2016 г.,9785170940790,480,Твердый,200 мм x 130 мм,27 мм,430 г.,http://www.bookcity.kz/content/images/thumbs/5093096_1430998.jpeg
"Вилла ""Аркадия""",Мойес Д.,"Тихий курортный городок Англии, где каждый знает свое место. В 1950-е годы на вилле ""Аркадия"", роскошном особняке, построенном в стиле ар-деко, поселяются молодые художники и поэты. Их образ жизни вызывает возмущение почтенных матрон, которые пытаются защитить свой сонный городок от веяний времени.  И все секреты, похороненные вместе с домом много лет назад, воскресают...И вот теперь, почти пятьдесят лет спустя, вилла ""Аркадия"" возрождается к жизни. Новый владелец решает восстановить ее и сделать гостиницей. И все секреты, похороненные вместе с домом много лет назад, воскресают.",3 400 тг,0,Азбука-Аттикус,2015 г.,978538907776807,544,Твердый,27 мм,460 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5063928_1404320.jpeg
Вихрь желаний,Уильямс К.,"Не в силах указать заблудившемуся в метель путнику на дверь, Бекки решается пустить его к себе на ночь. Но стоит им оказаться наедине, как ее мысли сразу же заполняют эротические фантазии с участием незнакомца. И это притом, что она никогда не любила надменных заносчивых богачей, всерьез упивающихся собственным могуществом. Проще говоря, Бекки никогда не стала бы тратить время на самоуверенного и властного дельца. Но это не отменяет того, что ее новый знакомый чертовски красив и его просто невозможно выбросить из головы...",500 тг,5,Центрполиграф,2017 г.,9785227074737,160,Мягкий,165 мм x 120 мм,9 мм,75 г.,http://www.bookcity.kz/content/images/thumbs/5109542_1440019.jpeg
Вкус листьев коки,Мюллер К.                                                 ,"Понадобилось целых 12 лет, чтобы задуманное Карин Мюллер путешествие в сердце могущественной древней империи инков стало реальностью. Ее мечта, протянувшаяся красной линией в три тысячи миль, нарисованной несмываемым маркером на карте Латинской Америки, наконец осуществилась. Там, у самой границы Колумбии, Карин Мюллер вступила на Высокую тропу инков - на тот путь, который связывал отдаленные концы прославленной империи, уничтоженной испанскими конкистадорами.  Узнав легенды инков, затаившиеся среди рисунков на искусно высеченных плитах руин Куско и в глубинах зрачков современных индейцев отавало, Карин Мюллер сделает из своего приключения главный вывод о том, что ""учебники истории врут: империя инков никогда не была завоевана, она живет и процветает"".",2 500 тг,1,Рипол Классик,2010 г.,9785386012434,352,Мягкий,210 мм x 142 мм,20 мм,340 г.,http://www.bookcity.kz/content/images/thumbs/5004776_1329460.jpeg
Вкус скандала,Найтли Э.,"Судьба благоволит к Ричарду Муру, графу Рейли, - он молод, хорош собой, обаятелен, остроумен, к тому же наследник огромного состояния. Разумеется, от охотниц заполучить такого жениха нет отбоя, и Мур уже начинает уставать от навязчивого женского внимания. Но тут появляется девушка, весьма далекая от мысли женить графа на себе! Более того, Джейн Бантинг вообще не намерена выходить замуж, даже за блестящего аристократа... Какой настоящий мужчина не ответит на столь дерзкий вызов! Ричард полон решимости любой ценой завоевать неприступную красавицу. В азарте он даже не предполагает, что ставка здесь не только ее репутация, но и его собственное сердце, а также их будущее счастье...",1 400 тг,0,АСТ,2013 г.,9785170818303,320,Твердый,200 мм x 130 мм,20 мм,280 г.,http://www.bookcity.kz/content/images/thumbs/5105171_1441569.jpeg
Влечение,Вовненко И.,"12 судеб, 12 ярких историй, 12 женщин - снова пройдут по ""темным аллеям"".  12 новелл о любви - давней, сегодняшней, забытой, неслучившейся, страстной, нежной, безответной, - но в любом случае счастливой, ведь ""всякая любовь - это великое счастье"".",2 700 тг,0,АСТ,2010 г.,9785170694778,280,Твердый,206 мм x 133 мм,20 мм,383 г.,http://www.bookcity.kz/content/images/thumbs/5035989_1358635.jpeg
"Влюбиться в Венеции, умереть в Варанаси",Дайер Д.,"Действие свежего, эклектичного и дерзкого романа Джеффа Дайера ""Влюбиться в Венеции, умереть в Варанаси"" разворачивается в двух разных городах - гедонистической Венеции и иррациональном Варанаси. По сути, это отдельные новеллы, тонко связанные между собой почти невидимыми нитями. Два английских журналиста сорока с лишним лет пребывают в поисках любви и экзистенциального смысла. Оба так или иначе находят искомое. Оба шокируют своей откровенностью. Этот изысканный и ни на что не похожий роман, исследующий темы любви, отношений между полами, искусства, смерти и духовности, подтверждает репутацию Дайера как одного из самых одаренных и оригинальных британских писателей. Ранее книга выходила в другом оформлении.",3 200 тг,0,Рипол Классик,2011 г.,9785386031237,432,Твердый,215 мм x 145 мм,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5031738_1353326.jpeg
Влюбленный граф,Келли В.,"Незаконные дочери английских принцев начала XIX века не однажды шокировали общество — блистали на сцене, позировали художникам… Однако Виктории Найт удалось произвести в лондонском свете небывалую сенсацию — она решила… стать гувернанткой и уехать в далекую Шотландию, чтобы там, в глуши, заменить мать осиротевшим младшим братьям Николаса Кендрика, графа Арпрайора. Однако в Шотландии ее ждал сюрприз: младшие братья оказались вовсе не бедными детишками, а целой стаей диких юных горцев, из которых Виктории предстояло сделать достойных женихов для великосветских девиц. А сам граф, нуждающийся в благовоспитанной супруге, умеющей хорошо держаться в обществе, имел на красавицу гувернантку весьма и весьма далеко идущие планы…",1 100 тг,5,АСТ,2019 г.,9785179824794,Мягкий,10 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5130266_1462653.jpeg
